battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,quarantine_reason,validation_status
battle_249708,Battle of Palmito Ranch,Battle of Palmito Ranch,Battle of Palmito Ranch,https://en.wikipedia.org/wiki/Battle_of_Palmito_Ranch,"May 12–13, 1865",1865-05-12,1865-04-13,1865,19,1.0,the Trans-Mississippi Theater of the American Civil War,,"Cameron County, Texas","Cameron County, Texas",25.94666667,-97.28527778,,Confederate victory,Victory,victory,United States (Union),Confederate States,,Brigadier general Theodore H. Barrett,"Colonel John ""Rip"" Ford",,500,300,,4–30 killed 12 wounded 101 captured,5–6 wounded 3 captured,,500,500,300,300,4,101,3,6,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,land_battle,True,22369,"1865 in Texas | 1865 in the American Civil War | All Wikipedia articles written in American English | All articles needing additional references | All articles with dead external links | American Civil War on the National Register of Historic Places | Articles needing additional references from May 2018 | Articles with dead external links from August 2025 | Articles with permanently dead external links | Articles with short description | Battlefields of the Trans-Mississippi theater of the American Civil War | Battles in 1865 | Battles of the American Civil War in Texas | Battles of the Trans-Mississippi theater of the American Civil War | Cameron County, Texas | Commons category link is on Wikidata | Confederate victories of the American Civil War | Conflict sites on the National Register of Historic Places in Texas | Coordinates on Wikidata | May 1865 in the United States | National Historic Landmarks in Texas | National Register of Historic Places in Cameron County, Texas | Pages using gadget WikiMiniAtlas | Protected areas of Cameron County, Texas | Short description is different from Wikidata | Texas in the American Civil War | Use American English from July 2025 | Use mdy dates from December 2018",List of American Civil War battles | List of battles 1801–1900,List of American Civil War battles | List of battles 1801–1900,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_28270796,"Troop engagements of the American Civil War, 1865","Troop engagements of the American Civil War, 1865","Troop engagements of the American Civil War, 1865",https://en.wikipedia.org/wiki/Troop_engagements_of_the_American_Civil_War%2C_1865,"the year 1865, the",1865-04-01,1865-04-01,1865,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | war/conflict title,battle-like title | battle categories | war/conflict title | fallback wikitext extraction,land_battle,False,8904,1865 in the United States | American Civil War-related lists | American Civil War timelines | Articles with short description | Battles of the American Civil War | Short description with empty Wikidata description,List of American Civil War battles,List of American Civil War battles,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_4469560,Wilson's Raid,Wilson's Raid,Wilson's Raid,https://en.wikipedia.org/wiki/Wilson%27s_Raid,April 1865,1865-04-01,1865-04-01,1865,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,raid,False,10172,"1865 in Alabama | 1865 in Georgia (U.S. state) | 1865 in the United States | All articles with unsourced statements | April 1865 | Arsenal raids | Articles with short description | Articles with unsourced statements from January 2025 | Attacks on military installations in the United States | Cavalry raids of the American Civil War | Coordinates on Wikidata | History of Columbus, Georgia | March 1865 | Military operations of the American Civil War in Alabama | Military operations of the American Civil War in Georgia (U.S. state) | Pages using gadget WikiMiniAtlas | Selma, Alabama | Short description matches Wikidata | Wilson's Raid",List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_670105,Ai (Canaan),Ai,Ai (Canaan),https://en.wikipedia.org/wiki/Ai_%28Canaan%29,1866,1866-04-01,1866-04-01,1866,19,1.0,,,,,31.91694444,35.26111111,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.5,battle categories,battle categories | fallback wikitext extraction,massacre,False,6229,Articles containing Hebrew-language text | Articles with short description | Book of Joshua | Canaanite cities | City-states | Commons category link from Wikidata | Coordinates on Wikidata | Destroyed populated places | Former kingdoms | Hebrew Bible battles | Hebrew Bible cities | Massacres in the Bible | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | Torah cities,,,,,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_31081004,Battle of Curuzú,Battle of Curuzú,Battle of Curuzú,https://en.wikipedia.org/wiki/Battle_of_Curuz%C3%BA,"September 1–3, 1866",1866-09-01,1866-04-03,1866,19,1.0,the Paraguayan War,,"Curuzú, Paraguay","Curuzú, Paraguay",,,,Allied victory,Victory,victory,Paraguay,Empire of Brazil * Argentina,,Paraguay Antonio Giménez,Empire of Brazil Marques de Sousa * Empire of Brazil Joaquim M. Lisboa * Argentina Bartolomé Mitre,,"Over 2,500 men and 13 cannons61","4,500 infantry and 3,800 dismounted cavalry 5 Ironclads61",,"2,532:61 700 killed 1,800 wounded 32 captured",788:61 159 killed 629 wounded,,13,2500,5,4500,32,2532,61,788,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,3718,1866 in Paraguay | All articles needing coordinates | Articles missing coordinates without coordinates on Wikidata | Battles involving Argentina | Battles involving Brazil | Battles involving Paraguay | Battles involving Uruguay | Battles of the Paraguayan War | Commons category link is on Wikidata | Conflicts in 1866 | History of Ñeembucú Department | Paraguay articles missing geocoordinate data | September 1866 | Use mdy dates from October 2018,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_15085687,Causes of the Franco-Prussian War,Causes of the Franco-Prussian War,Causes of the Franco-Prussian War,https://en.wikipedia.org/wiki/Causes_of_the_Franco-Prussian_War,1866,1866-04-01,1866-04-01,1866,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,26762,Articles with short description | CS1 French-language sources (fr) | CS1 German-language sources (de) | Causes of wars | Franco-Prussian War | Short description matches Wikidata | Wikisource templates with missing id,Category:Causes of wars,Category:Causes of wars,Lists of battles,category_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_78187655,Grouse Creek War,Grouse Creek War,Grouse Creek War,https://en.wikipedia.org/wiki/Grouse_Creek_War,in 1867,1867-04-01,1867-04-01,1867,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,2165,Articles with short description | British Columbia gold rushes | Cariboo Land District | Short description is different from Wikidata,List of conflicts in North America,List of conflicts in North America,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_26905,Siege,Siege,Siege,https://en.wikipedia.org/wiki/Siege,1867]] A,1867-04-01,1867-04-01,1867,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,siege,False,60228,All accuracy disputes | All articles needing additional references | All articles with dead external links | All articles with unsourced statements | All pages needing cleanup | Articles needing additional references from September 2022 | Articles needing cleanup from February 2026 | Articles with dead external links from March 2023 | Articles with disputed statements from September 2023 | Articles with hAudio microformats | Articles with permanently dead external links | Articles with short description | Articles with unsourced statements from June 2008 | Articles with unsourced statements from June 2020 | Articles with unsourced statements from May 2009 | CS1 French-language sources (fr) | CS1 maint: bot: original URL status unknown | Cleanup tagged articles with a reason field from February 2026 | Commons category link is locally defined | Military strategy | Pages with missing ISBNs | Short description is different from Wikidata | Siege warfare | Sieges | Spoken articles | Use dmy dates from May 2025 | Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference | Wikipedia articles incorporating text from the 1911 Encyclopædia Britannica | Wikipedia articles needing page number citations from March 2011 | Wikipedia pages needing cleanup from February 2026,Category:Sieges | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Category:Sieges | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | category_based | war_conflict_based,0.2,validated_rebuild_mode=wikitext,generic_category_signal|insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_24125782,Background of the Spanish Civil War,Background of the Spanish Civil War,Background of the Spanish Civil War,https://en.wikipedia.org/wiki/Background_of_the_Spanish_Civil_War,In 1868,1868-04-01,1868-04-01,1868,19,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,38496,All accuracy disputes | All articles lacking reliable references | All pages needing factual verification | Articles containing Spanish-language text | Articles lacking reliable references from June 2025 | Articles with Spanish-language sources (es) | Articles with disputed statements from June 2025 | Articles with short description | Causes of wars | Good articles | Short description is different from Wikidata | Spanish Civil War | Use dmy dates from February 2025 | Wikipedia articles needing factual verification from June 2025,Category:Causes of wars,Category:Causes of wars,Lists of battles,category_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_42790972,Battle of Lomas Valentinas,Battle of Lomas Valentinas,Battle of Lomas Valentinas,https://en.wikipedia.org/wiki/Battle_of_Lomas_Valentinas,"December 21–27, 1868",1868-12-21,1868-04-27,1868,19,1.0,the Paraguayan War,,"Itá Ybaté, Central Department, Paraguay","Itá Ybaté, Central Department, Paraguay",,,,Allied victory,Victory,victory,Paraguay,Empire of Brazil * Argentina * Uruguay,,Paraguay Francisco López * Paraguay Francisco Resquín * Paraguay Bernardino Caballero,Empire of Brazil Luis de Silva * Empire of Brazil José Barreto * Empire of Brazil Jacinto Bittencourt pt * Empire of Brazil Joaquim Neves,,"Over 3,00095","19,41595",,"3,00098 1,500 killed 1,500 captured","3,270:97–98 Argentina: 64 killed and 283 wounded Brazil: 382 killed and 2,461 wounded Uruguay: 80 casualties",,300095,300095,1941595,1941595,1500,300098,64,3270,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,1979,Articles with short description | Battles involving Argentina | Battles involving Brazil | Battles involving Paraguay | Battles involving Uruguay | Battles of the Paraguayan War | CS1 Spanish-language sources (es) | Conflicts in 1868 | Coordinates on Wikidata | December 1868 | History of Central Department | Military articles needing translation from Spanish Wikipedia | Pages using gadget WikiMiniAtlas | Short description matches Wikidata,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
